,Year,Site country,Location,Latitude,Longitude,Soil information recorded in the paper,pH (surface layer),Crop,Sowing year,Harvest year,Yield of CT,Yield of NT,Sowing month,Harvesting month,P,E,PB,Tave,Tmax,Tmin,ST
446,2012,Philippines,"Los Banos, IRRI",14.17,121.23,"sand of 29%, silt of 44%, and clay of 27%",6.5,rice,2012,2012,5170.0,5120.0,5,10,2218.3,791.67,1426.63,27.7,33.66911,23.56166,Loam
447,2012,Philippines,"Los Banos, IRRI",14.17,121.23,"sand of 29%, silt of 44%, and clay of 27%",6.5,rice,2012,2012,5070.0,4830.0,5,10,2218.3,791.67,1426.63,27.7,33.66911,23.56166,Loam
448,2012,Philippines,"Los Banos, IRRI",14.17,121.23,"sand of 29%, silt of 44%, and clay of 27%",6.5,rice,2012,2012,5350.0,4850.0,5,10,2218.3,791.67,1426.63,27.7,33.66911,23.56166,Loam
449,2012,Philippines,"Los Banos, IRRI",14.17,121.23,"sand of 29%, silt of 44%, and clay of 27%",6.5,rice,2011,2011,2870.0,2020.0,5,10,1763.2,835.053,928.147,27.75,32.80416,24.01985,Loam
450,2012,Philippines,"Los Banos, IRRI",14.17,121.23,"sand of 29%, silt of 44%, and clay of 27%",6.5,rice,2012,2012,3890.0,2390.0,5,10,2218.3,791.67,1426.63,27.7,33.66911,23.56166,Loam
451,2001,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,1993,1993,1986.0,1663.0,5,10,880.2,432.765,447.435,15.93333,26.13366,1.92474,Loam
452,2001,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,1993,1993,1817.0,1663.0,5,10,880.2,432.765,447.435,15.93333,26.13366,1.92474,Loam
453,2001,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,1993,1993,1562.0,1663.0,5,10,880.2,432.765,447.435,15.93333,26.13366,1.92474,Loam
454,2001,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,1995,1995,1562.0,2181.0,5,10,562.9,509.709,53.191,17.4,29.0991,3.30428,Loam
455,2001,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,1995,1995,1676.0,2181.0,5,10,562.9,509.709,53.191,17.4,29.0991,3.30428,Loam
456,2001,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,1995,1995,1945.0,2181.0,5,10,562.9,509.709,53.191,17.4,29.0991,3.30428,Loam
457,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,1762.0,2310.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
458,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2129.0,2365.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
459,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2270.0,2497.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
460,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2097.0,2291.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
461,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2066.0,2155.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
462,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2189.0,2198.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
463,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2493.0,2228.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
464,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,2060.0,1805.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
465,2007,USA,"Minnesota, New Richland",43.87,-93.51,clay loam,7.8,soybean,2005,2005,1732.0,1477.0,5,10,619.1000023,532.1334628,86.967,18.28333314,28.66276895,4.959999823,Loam
466,2007,USA,"Minnesota, Waseca",44.09,-93.54,clay loam,7,soybean,2001,2001,2391.0,2130.0,5,10,552.5,509.841,42.659,16.86667,28.02682,3.35599,Loam
467,2007,USA,"Minnesota, Waseca",44.09,-93.54,clay loam,7,soybean,2003,2003,1922.0,1487.0,5,10,409.0,517.141,-108.141,17.35,27.97213,4.07632,Loam
468,2007,USA,"Minnesota, Waseca",44.09,-93.54,clay loam,7,soybean,2002,2002,1568.0,1492.0,5,10,634.0,528.041,105.959,16.93333,29.05312,0.78165,Loam
469,2007,USA,"Minnesota, Waseca",44.09,-93.54,clay loam,7,soybean,2004,2004,1943.0,1560.0,5,10,855.4,465.954,389.446,16.8,26.24791,5.21191,Loam
470,2011,Algeria,Setif,36.13,5.33,steppic brown soil,8.2,wheat.winter,2009,2010,232.0,223.0,12,7,303.3,537.565,-234.265,14.1375,37.69548,2.43876,Loam
471,2011,Algeria,Setif,36.13,5.33,steppic brown soil,8.2,wheat.winter,2010,2011,253.0,302.0,12,7,323.8,534.869,-211.069,13.6125,37.0095,1.81859,Loam
472,2005,Nigeria,Ibadan,7.58,3.92,Loamy sand,5.9,maize,2000,2000,1774.0,1469.0,3,7,664.9,480.453,184.447,27.84,33.81404,22.65051,Sandy clay loam
473,1990,UK,"Berkshire, Englefield",51.42,-1.12,sandy silt loam, ,barley.winter,1981,1982,6800.0,6800.0,10,6,590.6999969,305.4281402,285.272,9.411111077,20.32065837,-0.643003525,Loam
474,2002,USA,Kentucky,38.19,-84.87,silt loam, ,maize,1996,1996,7733.0,9207.0,5,10,684.5,533.719,150.781,20.56667,29.89469,7.46473,Loam
475,2002,USA,Kentucky,38.19,-84.87,silt loam, ,maize,1996,1996,8102.0,9330.0,5,10,684.5,533.719,150.781,20.56667,29.89469,7.46473,Loam
476,2002,USA,Kentucky,38.19,-84.87,silt loam, ,maize,1996,1996,8102.0,9085.0,5,10,684.5,533.719,150.781,20.56667,29.89469,7.46473,Loam
477,2002,USA,Kentucky,38.19,-84.87,silt loam, ,maize,1995,1995,6728.0,7159.0,5,10,758.2,542.156,216.044,21.0,32.8958,7.43173,Loam
478,2002,USA,Kentucky,38.19,-84.87,silt loam, ,maize,1995,1995,7283.0,6667.0,5,10,758.2,542.156,216.044,21.0,32.8958,7.43173,Loam
479,2002,USA,"Kentucky, Frankfort",43.15,-80.78,silt loam, ,maize,1995,1995,7407.0,7407.0,5,10,484.3,571.474,-87.174,18.16667,27.29655,7.22449,Loam
480,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2012,2012,4648.0,4648.0,4,8,256.3,513.395,-257.095,21.14,35.06228,8.55298,Clay loam
481,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2013,2013,12952.0,13714.0,4,8,296.0,516.679,-220.679,20.2,31.34772,7.48366,Clay loam
482,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2014,2014,9905.0,9371.0,4,8,409.0,470.83,-61.83,18.86,31.54318,7.40149,Clay loam
483,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2015,2015,8000.0,7467.0,4,8,272.2,489.969,-217.769,20.14,32.51652,5.63464,Clay loam
484,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2016,2016,6324.0,6171.0,4,8,294.4,488.56,-194.16,20.02,32.0074,8.61479,Clay loam
485,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2017,2017,11276.0,10895.0,4,8,171.9,486.037,-314.137,19.38,32.5615,4.90113,Clay loam
486,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2012,2012,5181.0,5029.0,4,8,256.3,513.395,-257.095,21.14,35.06228,8.55298,Clay loam
487,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2013,2013,14705.0,14248.0,4,8,296.0,516.679,-220.679,20.2,31.34772,7.48366,Clay loam
488,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2014,2014,11200.0,11352.0,4,8,409.0,470.83,-61.83,18.86,31.54318,7.40149,Clay loam
489,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2015,2015,10667.0,11200.0,4,8,272.2,489.969,-217.769,20.14,32.51652,5.63464,Clay loam
490,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2016,2016,7543.0,8990.0,4,8,294.4,488.56,-194.16,20.02,32.0074,8.61479,Clay loam
491,2019,Romania,Fundulea,44.45,26.52,available,6.7,maize,2017,2017,12191.0,12114.0,4,8,171.9,486.037,-314.137,19.38,32.5615,4.90113,Clay loam
492,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2011,2012,4625.0,4438.0,10,8,405.3,652.004,-246.704,12.64545,35.06228,-9.79078,Clay loam
493,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2012,2013,7250.0,6938.0,10,8,594.7,654.637,-59.937,13.1,31.34772,-3.69426,Clay loam
494,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2013,2014,5438.0,5438.0,10,8,688.1,615.517,72.583,12.90909,31.54318,-2.96725,Clay loam
495,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2014,2015,5813.0,5438.0,10,8,721.7,624.841,96.859,13.33636,32.51652,-2.78053,Clay loam
496,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2015,2016,6125.0,6000.0,10,8,564.8,627.275,-62.475,13.92727,32.0074,-6.34909,Clay loam
497,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2016,2017,5625.0,5250.0,10,8,475.1,616.166,-141.066,12.4,32.5615,-8.0337,Clay loam
498,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2011,2012,4750.0,4625.0,10,8,405.3,652.004,-246.704,12.64545,35.06228,-9.79078,Clay loam
499,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2012,2013,7938.0,7625.0,10,8,594.7,654.637,-59.937,13.1,31.34772,-3.69426,Clay loam
500,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2013,2014,6000.0,5750.0,10,8,688.1,615.517,72.583,12.90909,31.54318,-2.96725,Clay loam
501,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2014,2015,6188.0,5625.0,10,8,721.7,624.841,96.859,13.33636,32.51652,-2.78053,Clay loam
502,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2015,2016,5938.0,5563.0,10,8,564.8,627.275,-62.475,13.92727,32.0074,-6.34909,Clay loam
503,2019,Romania,Fundulea,44.45,26.52,available,6.7,wheat.winter,2016,2017,6625.0,6438.0,10,8,475.1,616.166,-141.066,12.4,32.5615,-8.0337,Clay loam
504,2010,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1989,1990,7596.0,7735.0,11,4,784.3,623.707,160.593,24.81667,29.90807,15.79494,Sandy clay loam
505,2010,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1989,1990,8089.0,7180.0,11,4,784.3,623.707,160.593,24.81667,29.90807,15.79494,Sandy clay loam
506,2010,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1999,2000,8213.0,8120.0,11,4,794.2,636.328,157.872,24.93333,29.12054,15.6047,Sandy clay loam
507,2010,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,1999,2000,8598.0,8305.0,11,4,794.2,636.328,157.872,24.93333,29.12054,15.6047,Sandy clay loam
508,2010,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,2006,2007,8721.0,8521.0,11,4,815.3,641.889,173.411,25.56667,29.6705,16.16071,Sandy clay loam
509,2010,Brazil,"Rio Grande do Sul state, Rio Grande do Sul (Federal University)",-30.08,-51.65,clay loam,5.5,maize,2006,2007,9014.0,8613.0,11,4,815.3,641.889,173.411,25.56667,29.6705,16.16071,Sandy clay loam
510,1992,Australia,"Victoria, Rutherglen",-36.1,146.42,sandy clay loam,4.4,wheat.winter,1983,1984,2080.0,2220.0,5,11,476.0,267.235,208.765,11.58571,22.51912,4.13844,Sandy clay loam
511,1992,Australia,"Victoria, Rutherglen",-36.1,146.42,sandy clay loam,4.4,wheat.winter,1983,1984,4010.0,3530.0,5,11,476.0,267.235,208.765,11.58571,22.51912,4.13844,Sandy clay loam
512,1990,USA,"New York, Aurora",42.75,-76.58,silt loam soil,7.5,maize,1987,1987,9120.0,9440.0,5,11,554.4,507.682,46.718,16.08571,28.81189,-0.16429,Loam
513,1990,USA,"New York, Aurora",42.75,-76.58,silt loam soil,7.5,maize,1987,1987,10780.0,10310.0,5,11,554.4,507.682,46.718,16.08571,28.81189,-0.16429,Loam
514,1990,USA,"New York, Aurora",42.75,-76.58,silt loam soil,7.5,maize,1988,1988,5790.0,5530.0,5,11,483.9,534.888,-50.988,16.14286,30.41045,1.28876,Loam
515,1990,USA,"New York, Aurora",42.75,-76.58,silt loam soil,7.5,maize,1988,1988,9050.0,7220.0,5,11,483.9,534.888,-50.988,16.14286,30.41045,1.28876,Loam
516,2012,USA,"Mississippi, Holly Springs",32.45,-89.4, , ,maize,1991,1991,4621.0,6030.0,5,9,575.6,528.719,46.881,24.96,33.96608,17.48646,Loam
517,2012,USA,"Mississippi, Holly Springs",32.45,-89.4, , ,maize,1993,1993,6590.0,8256.0,5,9,646.6,549.314,97.286,24.98,33.53418,14.56407,Loam
518,2012,USA,"Mississippi, Holly Springs",32.45,-89.4, , ,maize,1994,1994,8265.0,7935.0,5,9,564.7,509.933,54.767,24.04,31.73262,14.99683,Loam
519,2012,USA,"Mississippi, Holly Springs",32.45,-89.4, , ,maize,1995,1995,7879.0,6688.0,5,9,558.7,570.454,-11.754,25.02,34.33841,16.4548,Loam
520,2012,USA,"Mississippi, Holly Springs",32.45,-89.4, , ,maize,1996,1996,4937.0,3344.0,5,9,588.1,541.79,46.31,24.8,32.78049,16.45278,Loam
521,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.7,maize,2009,2009,14400.0,13700.0,5,10,789.9000092,473.6726913,316.227,18.88333337,27.56902466,5.056931526,Loam
522,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.7,maize,2010,2010,13500.0,13200.0,5,10,953.8999901,542.4032001,411.497,21.21666654,30.85077692,5.935089604,Loam
523,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.7,maize,2011,2011,13900.0,13200.0,5,10,524.6999998,538.4389714,-13.739,20.50000048,32.49821423,5.561888172,Loam
524,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.7,maize,2012,2012,13600.0,14200.0,5,10,447.6000023,559.736488,-112.136,20.80000019,34.64615754,4.477726598,Loam
525,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.7,maize,2013,2013,13200.0,12400.0,5,10,327.4999938,532.5715181,-205.072,20.36666616,29.63297395,5.493227067,Loam
526,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.7,maize,2009,2009,12700.0,13200.0,5,10,704.7,507.529,197.171,19.11667,28.68951,5.74631,Loam
527,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.7,maize,2010,2010,14000.0,13000.0,5,10,895.4,576.611,318.789,21.33333,31.31466,6.93685,Loam
528,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.7,maize,2011,2011,8000.0,8200.0,5,10,386.7,569.084,-182.384,20.98333,33.27053,6.80028,Loam
529,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.7,maize,2012,2012,2400.0,3900.0,5,10,379.2,589.94,-210.74,21.66667,36.0036,6.03471,Loam
530,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.7,maize,2013,2013,12900.0,13100.0,5,10,511.5,544.656,-33.156,20.68333,29.61581,6.62734,Loam
531,2018,USA,"Nashua, Iowa",42.95,-92.53,loam,,maize,2009,2009,14000.0,12000.0,5,10,773.8,460.628,313.172,16.65,25.75493,2.34993,Loam
532,2018,USA,"Nashua, Iowa",42.95,-92.53,loam,,maize,2010,2010,12100.0,9800.0,5,10,683.7,496.799,186.901,18.86667,28.9411,3.83533,Loam
533,2018,USA,"Nashua, Iowa",42.95,-92.53,loam,,maize,2011,2011,13600.0,11400.0,5,10,451.9,497.046,-45.146,18.16667,30.66593,4.51232,Loam
534,2018,USA,"Nashua, Iowa",42.95,-92.53,loam,,maize,2012,2012,9900.0,8200.0,5,10,324.8,549.141,-224.341,18.81667,33.06065,2.87329,Loam
535,2018,USA,"Nashua, Iowa",42.95,-92.53,loam,,maize,2013,2013,13700.0,12000.0,5,10,675.6,494.83,180.77,17.95,28.69841,3.66189,Loam
536,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2009,2009,9300.0,9700.0,5,10,468.9,478.09,-9.19,17.66667,27.15856,4.54438,Loam
537,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2010,2010,10500.0,10000.0,5,10,460.5,525.209,-64.709,19.91667,31.36946,6.17142,Loam
538,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2011,2011,11600.0,12000.0,5,10,713.1,511.433,201.667,19.18333,32.73076,5.32257,Loam
539,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2012,2012,6600.0,7900.0,5,10,334.7,540.813,-206.113,19.9,32.64844,5.4728,Loam
540,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2013,2013,10000.0,10900.0,5,10,478.9,503.78,-24.88,19.01667,27.76024,5.64082,Loam
541,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2009,2009,14500.0,12700.0,5,10,498.6,472.837,25.763,18.16667,27.70464,4.34373,Loam
542,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2010,2010,13900.0,13100.0,5,10,487.1,527.38,-40.28,20.1,30.3156,5.52771,Loam
543,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2011,2011,13700.0,13200.0,5,10,647.8,510.915,136.885,19.05,32.46772,5.53272,Loam
544,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2012,2012,8100.0,10700.0,5,10,464.4,536.397,-71.997,19.36667,32.85749,5.52775,Loam
545,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2013,2013,12300.0,10900.0,5,10,465.0,503.426,-38.426,18.58333,28.37883,6.33503,Loam
546,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2009,2009,15500.0,15600.0,5,10,466.7,520.628,-53.928,16.33333,27.67404,1.58032,Loam
547,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2010,2010,16900.0,16600.0,5,10,561.7,561.896,-0.196,18.3,31.19048,4.68988,Loam
548,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2011,2011,13200.0,14000.0,5,10,430.3,567.336,-137.036,18.25,32.08086,4.95583,Loam
549,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2012,2012,13600.0,12800.0,5,10,109.1,593.215,-484.115,19.48333,35.93618,1.86219,Loam
550,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2013,2013,13000.0,13200.0,5,10,504.0,528.635,-24.635,17.88333,29.71417,3.20035,Loam
551,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2009,2009,12800.0,13400.0,5,10,466.7,520.628,-53.928,16.33333,27.67404,1.58032,Loam
552,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2010,2010,12600.0,13000.0,5,10,561.7,561.896,-0.196,18.3,31.19048,4.68988,Loam
553,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2011,2011,10900.0,11900.0,5,10,430.3,567.336,-137.036,18.25,32.08086,4.95583,Loam
554,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2012,2012,7900.0,8300.0,5,10,109.1,593.215,-484.115,19.48333,35.93618,1.86219,Loam
555,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2013,2013,10000.0,10800.0,5,10,504.0,528.635,-24.635,17.88333,29.71417,3.20035,Loam
556,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.3,maize,2009,2009,14400.0,13200.0,5,10,789.9000092,473.6726913,316.227,18.88333337,27.56902466,5.056931526,Loam
557,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.3,maize,2010,2010,12300.0,10600.0,5,10,953.8999901,542.4032001,411.497,21.21666654,30.85077692,5.935089604,Loam
558,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.3,maize,2011,2011,11600.0,11400.0,5,10,524.6999998,538.4389714,-13.739,20.50000048,32.49821423,5.561888172,Loam
559,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.3,maize,2012,2012,8700.0,7700.0,5,10,447.6000023,559.736488,-112.136,20.80000019,34.64615754,4.477726598,Loam
560,2018,USA,"Monmouth, Illinois",40.92,-90.72,silty clay loam and silt loam,5.3,maize,2013,2013,10100.0,8200.0,5,10,327.4999938,532.5715181,-205.072,20.36666616,29.63297395,5.493227067,Loam
561,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.3,maize,2009,2009,12300.0,9400.0,5,10,704.7,507.529,197.171,19.11667,28.68951,5.74631,Loam
562,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.3,maize,2010,2010,13300.0,12400.0,5,10,895.4,576.611,318.789,21.33333,31.31466,6.93685,Loam
563,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.3,maize,2011,2011,8700.0,8700.0,5,10,386.7,569.084,-182.384,20.98333,33.27053,6.80028,Loam
564,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.3,maize,2012,2012,1500.0,3400.0,5,10,379.2,589.94,-210.74,21.66667,36.0036,6.03471,Loam
565,2018,USA,"Perry, Illnois",39.8,-90.82,silt loam,5.3,maize,2013,2013,12400.0,13400.0,5,10,511.5,544.656,-33.156,20.68333,29.61581,6.62734,Loam
566,2018,USA,"Lamberton, Minnesota",44.23,-95.27,loam,,maize,2009,2009,10500.0,10300.0,5,10,431.6,467.6,-36.0,15.23333,25.73267,1.01761,Loam
567,2018,USA,"Lamberton, Minnesota",44.23,-95.27,loam,,maize,2010,2010,11000.0,9900.0,5,10,595.2,506.798,88.402,17.26667,28.30757,2.85229,Loam
568,2018,USA,"Lamberton, Minnesota",44.23,-95.27,loam,,maize,2011,2011,10000.0,9600.0,5,10,417.8,505.351,-87.551,17.06667,30.01546,3.87554,Loam
569,2018,USA,"Lamberton, Minnesota",44.23,-95.27,loam,,maize,2012,2012,7900.0,9100.0,5,10,346.5,551.622,-205.122,17.63333,33.48685,0.71781,Loam
570,2018,USA,"Lamberton, Minnesota",44.23,-95.27,loam,,maize,2013,2013,8600.0,7200.0,5,10,395.8,493.206,-97.406,16.85,27.74196,2.33001,Loam
571,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2009,2009,9200.0,9800.0,5,10,468.9,478.09,-9.19,17.66667,27.15856,4.54438,Loam
572,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2010,2010,9100.0,8400.0,5,10,460.5,525.209,-64.709,19.91667,31.36946,6.17142,Loam
573,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2011,2011,11400.0,11000.0,5,10,713.1,511.433,201.667,19.18333,32.73076,5.32257,Loam
574,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2012,2012,5700.0,8400.0,5,10,334.7,540.813,-206.113,19.9,32.64844,5.4728,Loam
575,2018,USA,"Hoytville, Ohio",41.48,-84.15,Silty clay loam,,maize,2013,2013,8100.0,11100.0,5,10,478.9,503.78,-24.88,19.01667,27.76024,5.64082,Loam
576,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2009,2009,14200.0,13000.0,5,10,498.6,472.837,25.763,18.16667,27.70464,4.34373,Loam
577,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2010,2010,13100.0,9100.0,5,10,487.1,527.38,-40.28,20.1,30.3156,5.52771,Loam
578,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2011,2011,14500.0,13300.0,5,10,647.8,510.915,136.885,19.05,32.46772,5.53272,Loam
579,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2012,2012,9800.0,11000.0,5,10,464.4,536.397,-71.997,19.36667,32.85749,5.52775,Loam
580,2018,USA,"Wooster, Ohio",40.42,-83.25,silt loam,,maize,2013,2013,13500.0,10300.0,5,10,465.0,503.426,-38.426,18.58333,28.37883,6.33503,Loam
581,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2009,2009,14100.0,13000.0,5,10,466.7,520.628,-53.928,16.33333,27.67404,1.58032,Loam
582,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2010,2010,16400.0,14100.0,5,10,561.7,561.896,-0.196,18.3,31.19048,4.68988,Loam
583,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2011,2011,12100.0,11500.0,5,10,430.3,567.336,-137.036,18.25,32.08086,4.95583,Loam
584,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2012,2012,10800.0,10000.0,5,10,109.1,593.215,-484.115,19.48333,35.93618,1.86219,Loam
585,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2013,2013,12100.0,11100.0,5,10,504.0,528.635,-24.635,17.88333,29.71417,3.20035,Loam
586,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2009,2009,13700.0,10900.0,5,10,466.7,520.628,-53.928,16.33333,27.67404,1.58032,Loam
587,2018,USA,"Arlington, Wisconsin",43.3,-98.33,silt loam,,maize,2010,2010,12300.0,12300.0,5,10,561.7,561.896,-0.196,18.3,31.19048,4.68988,Loam
